ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,bp_rp,ag_gspphot,ruwe,abs_mag
51.588706288168,0.12453912,21.52099288234844,0.10753137,8.035673438539726,0.13920783,21.765075609557613,0.14805447,-43.65140617766324,0.14482269,17.494545,3.2536907,0.8969,1.008906,12.0196563786907
56.383382651277834,0.026597027,21.246480352393984,0.020065142,7.7480712178475075,0.029144812,20.65280679243452,0.03600102,-47.762058421602056,0.02627126,7.728319,0.24206877,--,1.0431212,2.174287187913201
57.07348073664716,0.050420128,22.066808749749143,0.03706761,7.598022917417946,0.054657515,20.284017118807654,0.06510971,-45.30198551821394,0.046597984,16.483202,2.9618626,0.6297,0.9693371,10.886704976363944
57.27164299822128,0.2518357,22.081152230266117,0.2100497,6.829917783687089,0.27507386,17.743395714845406,0.3031857,-43.15550624417972,0.2533313,18.949812,3.4355106,0.0087,1.008452,13.121889314516268
56.391676137260475,0.07859121,23.18501072439178,0.053483542,7.391450378010349,0.087295204,19.867425915830438,0.1131215,-45.280806446540474,0.068591125,17.110922,3.2421627,0.7076,1.0255045,11.454570187955344
56.87476663930159,0.16061309,23.554023397560623,0.122438975,7.072160110962179,0.1836088,18.650779454047864,0.18508673,-45.24529951599756,0.15195341,18.28803,3.437399,0.6158,0.99587977,12.535791046264446
57.07052147815302,0.017177884,23.63658449525568,0.01334706,7.19439797679517,0.020810504,18.291523231258868,0.022341633,-44.75731337240399,0.016583046,9.99203,0.7404547,0.0375,0.9410188,4.277002435104562
56.86159637689897,0.060346983,23.633878170833444,0.050369572,7.203188984556041,0.072295666,19.562190919181592,0.07971796,-43.405458911462645,0.061979424,16.335794,3.1281033,0.8701,1.2707179,10.62341849474291
55.68490896589497,0.07627187,23.10432423094935,0.053925462,7.645945267923222,0.085692264,20.177869277037477,0.09334466,-46.43088378877516,0.070301965,17.058886,3.2424612,0.6928,1.0118152,11.476041498730229
55.90730074032356,0.015208569,23.535787848747553,0.009555845,7.524981265385147,0.015248472,19.527245020995085,0.020671353,-45.2924067830061,0.013281016,10.5763235,0.8666191,0.1522,0.98257875,4.9588506243331025
55.9287518176777,0.11459294,23.594570255931796,0.08410251,7.392698468900249,0.124525756,19.83314154714896,0.14931937,-47.22600715703526,0.11421971,9.430407,0.68530273,0.0707,6.012103,3.774421533883034
55.10957950826757,0.06914953,23.35793606987987,0.051516727,7.106110705709444,0.074900605,21.185362190355754,0.08785941,-44.55818284056245,0.06639339,16.70023,3.1022243,0.7028,1.1939926,10.958389490055175
55.36604390474277,0.015965417,23.70813709776343,0.011247723,7.45004084678047,0.018220881,20.259840824477635,0.019559624,-45.71660093350053,0.013898344,10.972593,0.96062183,0.0973,0.9286118,5.333386576929691
55.690274609902666,0.107253775,23.82282265577828,0.07981263,7.091215455128368,0.11792392,21.155712229695492,0.15271682,-45.69060347606563,0.103246644,17.686852,3.4975414,0.8548,0.98347014,11.940454906021799
56.407390571914675,0.20221092,23.730431205960933,0.1449697,7.788025357251645,0.21378079,20.5359427551615,0.25544292,-46.69823385785528,0.18341456,18.69312,3.3896255,--,0.958523,13.150255833482074
56.27089546399231,0.07741652,23.768291787187913,0.060205795,7.502788343313917,0.08588642,20.57710525757045,0.098461375,-46.42513221012004,0.074474424,17.109238,3.3934975,0.8839,1.0821106,11.485351145900575
56.66684126540061,0.049206562,23.78274102188195,0.03599625,7.423995688819728,0.05679077,18.573060512208645,0.056434568,-43.7319165447048,0.04324707,16.09085,2.8712997,0.9157,0.9855092,10.444039385139195
56.65709673682824,0.017947942,23.78750955142278,0.014423253,7.471863203927212,0.020728955,20.01127262219112,0.022356384,-47.26742342923304,0.01750329,10.045166,0.90088654,0.0176,1.1117623,4.412310576433125
56.85182143112869,0.030519485,23.9144778917631,0.022986645,7.220987406121659,0.03438313,20.049108040161617,0.041598886,-44.13258985442616,0.02927154,7.286501,0.04229927,0.1632,1.0006701,1.5794838685717831
56.80496181318934,0.21807708,24.01239279682747,0.15722038,7.212780258086302,0.24958037,19.83439266826357,0.2771445,-44.44416377495759,0.18704528,18.298912,3.0289288,0.4075,1.0311942,12.589425555017154
56.4454986711973,0.14813739,23.883287579238786,0.10132643,7.4592316407997465,0.16592665,20.74256010277341,0.1708353,-46.273210967016354,0.12438994,18.009977,3.0619373,--,0.9373706,12.373447810939098
56.51799855172368,0.040698152,23.927842380057047,0.03315895,7.012785824941394,0.052610826,18.57884758828444,0.051190708,-43.37462125979527,0.038293865,15.73245,2.7161846,0.8516,1.1348923,9.96190240887636
55.81925319484357,0.062231496,23.83358475980971,0.044516295,7.267268144617627,0.06575415,20.109771966703775,0.088590875,-45.41689926668445,0.059215397,16.364956,2.9643745,0.6735,1.0550666,10.671811826624003
